filename,type,start,end,name,contig
NC_000962.3/dapB+IGR:3082341-3082351+Rv2774c+IGR:3082756-3082908+Rv2775+IGR:3083370-3083373.fa,merged_feature_and_igr,3081603,3083373,dapB+IGR:3082341-3082351+Rv2774c+IGR:3082756-3082908+Rv2775+IGR:3083370-3083373,NC_000962.3
NC_000962.3/argH+IGR:1874051-1874159.fa,merged_feature_and_igr,1872638,1874159,argH+IGR:1874051-1874159,NC_000962.3
NC_000962.3/fadE34+IGR:4016212-4016483.fa,merged_feature_and_igr,4014076,4016483,fadE34+IGR:4016212-4016483,NC_000962.3
NC_000962.3/lppX+IGR:3291325-3291502.fa,merged_feature_and_igr,3290623,3291502,lppX+IGR:3291325-3291502,NC_000962.3
NC_000962.3/Rv0925c+IGR:1032633-1032709.fa,merged_feature_and_igr,1031895,1032709,Rv0925c+IGR:1032633-1032709,NC_000962.3
NC_000962.3/Rv0552+menC+bpoC+IGR:646255-646297.fa,merged_feature_and_igr,642888,646297,Rv0552+menC+bpoC+IGR:646255-646297,NC_000962.3
NC_000962.3/pbpB+Rv2164c+Rv2165c+IGR:2429425-2429426+Rv2166c.fa,merged_feature_and_igr,2425047,2429858,pbpB+Rv2164c+Rv2165c+IGR:2429425-2429426+Rv2166c,NC_000962.3
NC_000962.3/Rv1225c+IGR:1368721-1368831.fa,merged_feature_and_igr,1367890,1368831,Rv1225c+IGR:1368721-1368831,NC_000962.3
NC_000962.3/ctaE+IGR:2457512-2457552.fa,merged_feature_and_igr,2456900,2457552,ctaE+IGR:2457512-2457552,NC_000962.3
NC_000962.3/Rv2263+Rv2264c+IGR:2538350-2538699.fa,merged_feature_and_igr,2535640,2538699,Rv2263+Rv2264c+IGR:2538350-2538699,NC_000962.3
NC_000962.3/Rv2469c+IGR:2773035-2773177.fa,merged_feature_and_igr,2772366,2773177,Rv2469c+IGR:2773035-2773177,NC_000962.3
NC_000962.3/PPE55.fa,feature,3743710,3753184,PPE55,NC_000962.3
NC_000962.3/Rv1367c+IGR:1540645-1541019.fa,merged_feature_and_igr,1539511,1541019,Rv1367c+IGR:1540645-1541019,NC_000962.3
NC_000962.3/mihF+IGR:1564266-1564400.fa,merged_feature_and_igr,1563693,1564400,mihF+IGR:1564266-1564400,NC_000962.3
NC_000962.3/leuC+IGR:3346075-3346146.fa,merged_feature_and_igr,3344653,3346146,leuC+IGR:3346075-3346146,NC_000962.3
NC_000962.3/ctpB+IGR:122173-122316.fa,merged_feature_and_igr,119914,122316,ctpB+IGR:122173-122316,NC_000962.3
NC_000962.3/Rv3242c+IGR:3622211-3622248.fa,merged_feature_and_igr,3621569,3622248,Rv3242c+IGR:3622211-3622248,NC_000962.3
NC_000962.3/Rv0349+IGR:419608-419834.fa,merged_feature_and_igr,418948,419834,Rv0349+IGR:419608-419834,NC_000962.3
NC_000962.3/lprF.fa,feature,1541019,1541805,lprF,NC_000962.3
NC_000962.3/Rv2828c+Rv2828A+IGR:3136599-3136619.fa,merged_feature_and_igr,3135787,3136619,Rv2828c+Rv2828A+IGR:3136599-3136619,NC_000962.3
NC_000962.3/Rv2943+Rv2943A+Rv2944+IGR:3290506-3290623.fa,merged_feature_and_igr,3288463,3290623,Rv2943+Rv2943A+Rv2944+IGR:3290506-3290623,NC_000962.3
NC_000962.3/hbhA+IGR:566396-566507+Rv0476+IGR:566771-566775.fa,merged_feature_and_igr,565796,566775,hbhA+IGR:566396-566507+Rv0476+IGR:566771-566775,NC_000962.3
NC_000962.3/IGR:2614063-2614692.fa,igr,2614063,2614692,IGR:2614063-2614692,NC_000962.3
NC_000962.3/secA2+IGR:2068883-2069079.fa,merged_feature_and_igr,2066456,2069079,secA2+IGR:2068883-2069079,NC_000962.3
NC_000962.3/Rv2050+ppm1+IGR:2310755-2310912.fa,merged_feature_and_igr,2307820,2310912,Rv2050+ppm1+IGR:2310755-2310912,NC_000962.3
NC_000962.3/echA18+IGR:3788367-3788620.fa,merged_feature_and_igr,3787725,3788620,echA18+IGR:3788367-3788620,NC_000962.3
NC_000962.3/atpG+IGR:1465801-1465840.fa,merged_feature_and_igr,1464883,1465840,atpG+IGR:1465801-1465840,NC_000962.3
NC_000962.3/dhaA+IGR:2904541-2904820.fa,merged_feature_and_igr,2903638,2904820,dhaA+IGR:2904541-2904820,NC_000962.3
NC_000962.3/Rv3468c+IGR:3886069-3886072.fa,merged_feature_and_igr,3884974,3886072,Rv3468c+IGR:3886069-3886072,NC_000962.3
NC_000962.3/IGR:4215775-4216403+Rv3771c+IGR:4216730-4216864+argU+IGR:4216937-4216967+serT+IGR:4217056-4217133.fa,merged_feature_and_igr,4215775,4217133,IGR:4215775-4216403+Rv3771c+IGR:4216730-4216864+argU+IGR:4216937-4216967+serT+IGR:4217056-4217133,NC_000962.3
NC_000962.3/Rv1199c+IGR:1342605-1342941.fa,merged_feature_and_igr,1341357,1342941,Rv1199c+IGR:1342605-1342941,NC_000962.3
NC_000962.3/IGR:3890733-3892370.fa,igr,3890733,3892370,IGR:3890733-3892370,NC_000962.3
NC_000962.3/IGR:3302455-3303102.fa,igr,3302455,3303102,IGR:3302455-3303102,NC_000962.3
NC_000962.3/lprP+IGR:1075114-1075296.fa,merged_feature_and_igr,1074439,1075296,lprP+IGR:1075114-1075296,NC_000962.3
NC_000962.3/mutT4+Rv3909+Rv3910+IGR:4400151-4400185.fa,merged_feature_and_igr,4393448,4400185,mutT4+Rv3909+Rv3910+IGR:4400151-4400185,NC_000962.3
NC_000962.3/fadD8+IGR:642811-642888.fa,merged_feature_and_igr,641095,642888,fadD8+IGR:642811-642888,NC_000962.3
NC_000962.3/pepR+gpsI+IGR:3092597-3092950.fa,merged_feature_and_igr,3089044,3092950,pepR+gpsI+IGR:3092597-3092950,NC_000962.3
NC_000962.3/ald+IGR:3087935-3087949.fa,merged_feature_and_igr,3086819,3087949,ald+IGR:3087935-3087949,NC_000962.3
NC_000962.3/Rv2191+trpD+IGR:2456743-2456900.fa,merged_feature_and_igr,2453818,2456900,Rv2191+trpD+IGR:2456743-2456900,NC_000962.3
NC_000962.3/moxR1+Rv1480+IGR:1671366-1671376.fa,merged_feature_and_igr,1669282,1671376,moxR1+Rv1480+IGR:1671366-1671376,NC_000962.3
NC_000962.3/Rv1647+IGR:1857724-1857730.fa,merged_feature_and_igr,1856773,1857730,Rv1647+IGR:1857724-1857730,NC_000962.3
NC_000962.3/Rv3008+gatB+IGR:3368793-3368822.fa,merged_feature_and_igr,3366643,3368822,Rv3008+gatB+IGR:3368793-3368822,NC_000962.3
NC_000962.3/Rv2488c+Rv2489c+IGR:2801145-2801253.fa,merged_feature_and_igr,2797466,2801253,Rv2488c+Rv2489c+IGR:2801145-2801253,NC_000962.3
NC_000962.3/PE_PGRS39+IGR:2618908-2619406+asnT+IGR:2619479-2619596+lppQ+IGR:2620016-2620271+Rv2342+IGR:2620529-2620532.fa,merged_feature_and_igr,2617666,2620532,PE_PGRS39+IGR:2618908-2619406+asnT+IGR:2619479-2619596+lppQ+IGR:2620016-2620271+Rv2342+IGR:2620529-2620532,NC_000962.3
NC_000962.3/Rv0845+IGR:942467-942679.fa,merged_feature_and_igr,941189,942679,Rv0845+IGR:942467-942679,NC_000962.3
NC_000962.3/Rv0464c+Rv0465c+IGR:556306-556457.fa,merged_feature_and_igr,554312,556457,Rv0464c+Rv0465c+IGR:556306-556457,NC_000962.3
NC_000962.3/Rv3220c+IGR:3597534-3597550+TB7.3+IGR:3597766-3598050.fa,merged_feature_and_igr,3596028,3598050,Rv3220c+IGR:3597534-3597550+TB7.3+IGR:3597766-3598050,NC_000962.3
NC_000962.3/Rv0825c+IGR:919553-919633.fa,merged_feature_and_igr,918911,919633,Rv0825c+IGR:919553-919633,NC_000962.3
NC_000962.3/fabD+mcr16+IGR:2517695-2517770.fa,merged_feature_and_igr,2516786,2517770,fabD+mcr16+IGR:2517695-2517770,NC_000962.3
NC_000962.3/IGR:4075409-4076983.fa,igr,4075409,4076983,IGR:4075409-4076983,NC_000962.3
NC_000962.3/katG+IGR:2156111-2156148+furA+IGR:2156592-2156705.fa,merged_feature_and_igr,2153888,2156705,katG+IGR:2156111-2156148+furA+IGR:2156592-2156705,NC_000962.3
NC_000962.3/argS+lysA+IGR:1449371-1449374.fa,merged_feature_and_igr,1446378,1449374,argS+lysA+IGR:1449371-1449374,NC_000962.3
NC_000962.3/Rv1341+Rv1342c+lprD+IGR:1508923-1508967.fa,merged_feature_and_igr,1507572,1508967,Rv1341+Rv1342c+lprD+IGR:1508923-1508967,NC_000962.3
NC_000962.3/Rv1362c+Rv1363c+IGR:1535392-1535416.fa,merged_feature_and_igr,1533947,1535416,Rv1362c+Rv1363c+IGR:1535392-1535416,NC_000962.3
NC_000962.3/Rv0628c+IGR:719912-720004.fa,merged_feature_and_igr,718760,720004,Rv0628c+IGR:719912-720004,NC_000962.3
NC_000962.3/PE_PGRS41+IGR:2693884-2693908.fa,merged_feature_and_igr,2692798,2693908,PE_PGRS41+IGR:2693884-2693908,NC_000962.3
NC_000962.3/IGR:1014124-1014680+Rv0909+IGR:1014860-1014865+Rv0910+IGR:1015300-1015397.fa,merged_feature_and_igr,1014124,1015397,IGR:1014124-1014680+Rv0909+IGR:1014860-1014865+Rv0910+IGR:1015300-1015397,NC_000962.3
NC_000962.3/Rv0111+IGR:136007-136288.fa,merged_feature_and_igr,133949,136288,Rv0111+IGR:136007-136288,NC_000962.3
NC_000962.3/Rv1277+Rv1278+IGR:1430041-1430061.fa,merged_feature_and_igr,1426163,1430061,Rv1277+Rv1278+IGR:1430041-1430061,NC_000962.3
NC_000962.3/Rv3060c+IGR:3423213-3423261.fa,merged_feature_and_igr,3421740,3423261,Rv3060c+IGR:3423213-3423261,NC_000962.3
NC_000962.3/pcd+IGR:3675086-3675185.fa,merged_feature_and_igr,3673601,3675185,pcd+IGR:3675086-3675185,NC_000962.3
NC_000962.3/Rv3491+Rv3492c+Rv3493c+mce4F+IGR:3913369-3913379.fa,merged_feature_and_igr,3909889,3913379,Rv3491+Rv3492c+Rv3493c+mce4F+IGR:3913369-3913379,NC_000962.3
NC_000962.3/Rv3482c+IGR:3902106-3902149.fa,merged_feature_and_igr,3901323,3902149,Rv3482c+IGR:3902106-3902149,NC_000962.3
NC_000962.3/Rv1085c+IGR:1210484-1210594.fa,merged_feature_and_igr,1209755,1210594,Rv1085c+IGR:1210484-1210594,NC_000962.3
NC_000962.3/IGR:1933878-1934481+Rv1706A+IGR:1934649-1934881.fa,merged_feature_and_igr,1933878,1934881,IGR:1933878-1934481+Rv1706A+IGR:1934649-1934881,NC_000962.3
NC_000962.3/Rv0877+IGR:976863-976871.fa,merged_feature_and_igr,976074,976871,Rv0877+IGR:976863-976871,NC_000962.3
NC_000962.3/Rv0686+IGR:786946-787098.fa,merged_feature_and_igr,786148,787098,Rv0686+IGR:786946-787098,NC_000962.3
NC_000962.3/PE_PGRS1+IGR:132872-133019.fa,merged_feature_and_igr,131381,133019,PE_PGRS1+IGR:132872-133019,NC_000962.3
NC_000962.3/lppC+IGR:2157987-2158086.fa,merged_feature_and_igr,2157381,2158086,lppC+IGR:2157987-2158086,NC_000962.3
NC_000962.3/idsA1+IGR:3816106-3816128.fa,merged_feature_and_igr,3815026,3816128,idsA1+IGR:3816106-3816128,NC_000962.3
NC_000962.3/lppW+IGR:3215572-3215664.fa,merged_feature_and_igr,3214627,3215664,lppW+IGR:3215572-3215664,NC_000962.3
NC_000962.3/PPE30+IGR:2044775-2044922.fa,merged_feature_and_igr,2043383,2044922,PPE30+IGR:2044775-2044922,NC_000962.3
NC_000962.3/Rv2016+Rv2017+IGR:2265038-2265279.fa,merged_feature_and_igr,2263425,2265279,Rv2016+Rv2017+IGR:2265038-2265279,NC_000962.3
NC_000962.3/Rv0063+IGR:68362-68417+Rv0063a+IGR:68579-68619.fa,merged_feature_and_igr,66922,68619,Rv0063+IGR:68362-68417+Rv0063a+IGR:68579-68619,NC_000962.3
NC_000962.3/IGR:4198597-4199130+serX+IGR:4199217-4199246+Rv3752c+IGR:4199705-4199720.fa,merged_feature_and_igr,4198597,4199720,IGR:4198597-4199130+serX+IGR:4199217-4199246+Rv3752c+IGR:4199705-4199720,NC_000962.3
NC_000962.3/Rv1868+IGR:2119446-2119459.fa,merged_feature_and_igr,2117346,2119459,Rv1868+IGR:2119446-2119459,NC_000962.3
NC_000962.3/pstC2+pstA1+pknD+IGR:1039914-1039935.fa,merged_feature_and_igr,1036027,1039935,pstC2+pstA1+pknD+IGR:1039914-1039935,NC_000962.3
NC_000962.3/nusA+Rv2842c+IGR:3149976-3150170.fa,merged_feature_and_igr,3148384,3150170,nusA+Rv2842c+IGR:3149976-3150170,NC_000962.3
NC_000962.3/IGR:888636-890387.fa,igr,888636,890387,IGR:888636-890387,NC_000962.3
NC_000962.3/adhD+IGR:3452887-3452924.fa,merged_feature_and_igr,3451780,3452924,adhD+IGR:3452887-3452924,NC_000962.3
NC_000962.3/hadA+hadB+IGR:732821-732824.fa,merged_feature_and_igr,731929,732824,hadA+hadB+IGR:732821-732824,NC_000962.3
NC_000962.3/Rv2799+IGR:3108397-3108415.fa,merged_feature_and_igr,3107767,3108415,Rv2799+IGR:3108397-3108415,NC_000962.3
NC_000962.3/Rv3631+Rv3632+IGR:4071580-4071790.fa,merged_feature_and_igr,4070513,4071790,Rv3631+Rv3632+IGR:4071580-4071790,NC_000962.3
NC_000962.3/Rv3401+IGR:3820402-3820652.fa,merged_feature_and_igr,3818041,3820652,Rv3401+IGR:3820402-3820652,NC_000962.3
NC_000962.3/cydA+IGR:1825887-1825997.fa,merged_feature_and_igr,1824429,1825997,cydA+IGR:1825887-1825997,NC_000962.3
NC_000962.3/Rv2298+IGR:2570053-2570058.fa,merged_feature_and_igr,2569081,2570058,Rv2298+IGR:2570053-2570058,NC_000962.3
NC_000962.3/desA3+IGR:3607034-3607111.fa,merged_feature_and_igr,3605750,3607111,desA3+IGR:3607034-3607111,NC_000962.3
NC_000962.3/PPE8+IGR:434679-434829.fa,merged_feature_and_igr,424776,434829,PPE8+IGR:434679-434829,NC_000962.3
NC_000962.3/Rv1112+IGR:1239328-1239415.fa,merged_feature_and_igr,1238254,1239415,Rv1112+IGR:1239328-1239415,NC_000962.3
NC_000962.3/htpG+IGR:2572002-2572075.fa,merged_feature_and_igr,2570058,2572075,htpG+IGR:2572002-2572075,NC_000962.3
NC_000962.3/TB31.7+IGR:2950486-2950488.fa,merged_feature_and_igr,2949592,2950488,TB31.7+IGR:2950486-2950488,NC_000962.3
NC_000962.3/lhr+IGR:3681316-3681319.fa,merged_feature_and_igr,3676774,3681319,lhr+IGR:3681316-3681319,NC_000962.3
NC_000962.3/Rv3773c+IGR:4218825-4218848.fa,merged_feature_and_igr,4218240,4218848,Rv3773c+IGR:4218825-4218848,NC_000962.3
NC_000962.3/uvrB+Rv1634+Rv1635c+IGR:1842242-1842450+TB15.3+IGR:1842891-1842897.fa,merged_feature_and_igr,1837074,1842897,uvrB+Rv1634+Rv1635c+IGR:1842242-1842450+TB15.3+IGR:1842891-1842897,NC_000962.3
NC_000962.3/PE_PGRS47+IGR:3055491-3055514.fa,merged_feature_and_igr,3053913,3055514,PE_PGRS47+IGR:3055491-3055514,NC_000962.3
NC_000962.3/Rv1673c+IGR:1899232-1899259.fa,merged_feature_and_igr,1898299,1899259,Rv1673c+IGR:1899232-1899259,NC_000962.3
NC_000962.3/murB+IGR:571648-571709.fa,merged_feature_and_igr,570538,571709,murB+IGR:571648-571709,NC_000962.3
NC_000962.3/Rv2558+IGR:2878541-2878570.fa,merged_feature_and_igr,2877830,2878570,Rv2558+IGR:2878541-2878570,NC_000962.3
NC_000962.3/Rv0996+IGR:1113460-1113510+alaV+IGR:1113583-1113860+Rv0997a+IGR:1114112-1114292+Rv0997+IGR:1114724-1114747.fa,merged_feature_and_igr,1112383,1114747,Rv0996+IGR:1113460-1113510+alaV+IGR:1113583-1113860+Rv0997a+IGR:1114112-1114292+Rv0997+IGR:1114724-1114747,NC_000962.3
NC_000962.3/Rv0913c+IGR:1018725-1018726.fa,merged_feature_and_igr,1017216,1018726,Rv0913c+IGR:1018725-1018726,NC_000962.3
NC_000962.3/Rv1674c+IGR:1899916-1900240.fa,merged_feature_and_igr,1899259,1900240,Rv1674c+IGR:1899916-1900240,NC_000962.3
NC_000962.3/Rv3427c+IGR:3844640-3844737.fa,merged_feature_and_igr,3843884,3844737,Rv3427c+IGR:3844640-3844737,NC_000962.3
NC_000962.3/Rv1459c+IGR:1646138-1646185.fa,merged_feature_and_igr,1644362,1646185,Rv1459c+IGR:1646138-1646185,NC_000962.3
NC_000962.3/Rv3114+IGR:3481289-3481450.fa,merged_feature_and_igr,3480758,3481450,Rv3114+IGR:3481289-3481450,NC_000962.3
NC_000962.3/glyA1+IGR:1221854-1221958.fa,merged_feature_and_igr,1220573,1221958,glyA1+IGR:1221854-1221958,NC_000962.3
NC_000962.3/Rv1482c+IGR:1673299-1673439.fa,merged_feature_and_igr,1672456,1673439,Rv1482c+IGR:1673299-1673439,NC_000962.3
NC_000962.3/uvrA+IGR:1846659-1846715+Rv1638A+IGR:1846973-1846988.fa,merged_feature_and_igr,1843740,1846988,uvrA+IGR:1846659-1846715+Rv1638A+IGR:1846973-1846988,NC_000962.3
NC_000962.3/Rv0790c+Rv0791c+Rv0792c+IGR:886646-886718+Rv0793+IGR:887024-887136.fa,merged_feature_and_igr,884071,887136,Rv0790c+Rv0791c+Rv0792c+IGR:886646-886718+Rv0793+IGR:887024-887136,NC_000962.3
NC_000962.3/Rv2751+Rv2752c+IGR:3066191-3066221.fa,merged_feature_and_igr,3063637,3066221,Rv2751+Rv2752c+IGR:3066191-3066221,NC_000962.3
NC_000962.3/Rv0228+IGR:274278-274305.fa,merged_feature_and_igr,273054,274305,Rv0228+IGR:274278-274305,NC_000962.3
NC_000962.3/Rv3639c+IGR:4078450-4078519.fa,merged_feature_and_igr,4077883,4078519,Rv3639c+IGR:4078450-4078519,NC_000962.3
NC_000962.3/vapC3+vapB3+IGR:640904-641095.fa,merged_feature_and_igr,640227,641095,vapC3+vapB3+IGR:640904-641095,NC_000962.3
NC_000962.3/aroA+Rv3228+IGR:3605718-3605750.fa,merged_feature_and_igr,3603376,3605750,aroA+Rv3228+IGR:3605718-3605750,NC_000962.3
NC_000962.3/pgi.fa,feature,1055023,1056685,pgi,NC_000962.3
NC_000962.3/nirB+IGR:305427-305452+nirD+IGR:305809-305824.fa,merged_feature_and_igr,302865,305824,nirB+IGR:305427-305452+nirD+IGR:305809-305824,NC_000962.3
NC_000962.3/Rv2969c+IGR:3324476-3324572.fa,merged_feature_and_igr,3323708,3324572,Rv2969c+IGR:3324476-3324572,NC_000962.3
NC_000962.3/IGR:4169300-4170213.fa,igr,4169300,4170213,IGR:4169300-4170213,NC_000962.3
NC_000962.3/lipC+IGR:264023-264066.fa,merged_feature_and_igr,262811,264066,lipC+IGR:264023-264066,NC_000962.3
NC_000962.3/tig+IGR:2765291-2765330+proU+IGR:2765404-2765540+glyV+IGR:2765611-2765654.fa,merged_feature_and_igr,2763890,2765654,tig+IGR:2765291-2765330+proU+IGR:2765404-2765540+glyV+IGR:2765611-2765654,NC_000962.3
NC_000962.3/PE_PGRS2+IGR:150996-151147.fa,merged_feature_and_igr,149532,151147,PE_PGRS2+IGR:150996-151147,NC_000962.3
NC_000962.3/Rv0147+IGR:174758-174832.fa,merged_feature_and_igr,173237,174832,Rv0147+IGR:174758-174832,NC_000962.3
NC_000962.3/pykA+IGR:1817607-1817614.fa,merged_feature_and_igr,1816188,1817614,pykA+IGR:1817607-1817614,NC_000962.3
NC_000962.3/Rv2473+IGR:2776284-2776315.fa,merged_feature_and_igr,2775567,2776315,Rv2473+IGR:2776284-2776315,NC_000962.3
NC_000962.3/rpsL+rpsG+IGR:782404-782484.fa,merged_feature_and_igr,781559,782484,rpsL+rpsG+IGR:782404-782484,NC_000962.3
NC_000962.3/Rv0911+IGR:1016171-1016235+Rv0912.fa,merged_feature_and_igr,1015397,1016685,Rv0911+IGR:1016171-1016235+Rv0912,NC_000962.3
NC_000962.3/gltS+Rv2993c+IGR:3350993-3351268.fa,merged_feature_and_igr,3348804,3351268,gltS+Rv2993c+IGR:3350993-3351268,NC_000962.3
NC_000962.3/Rv1718+IGR:1945627-1945640.fa,merged_feature_and_igr,1944808,1945640,Rv1718+IGR:1945627-1945640,NC_000962.3
NC_000962.3/narL+IGR:941106-941189.fa,merged_feature_and_igr,940455,941189,narL+IGR:941106-941189,NC_000962.3
NC_000962.3/pepN+IGR:2771571-2771643.fa,merged_feature_and_igr,2768985,2771643,pepN+IGR:2771571-2771643,NC_000962.3
NC_000962.3/lprH+IGR:1593325-1593504+Rv1419+IGR:1593978-1594041.fa,merged_feature_and_igr,1592638,1594041,lprH+IGR:1593325-1593504+Rv1419+IGR:1593978-1594041,NC_000962.3
NC_000962.3/Rv3090+IGR:3459098-3459115.fa,merged_feature_and_igr,3458210,3459115,Rv3090+IGR:3459098-3459115,NC_000962.3
NC_000962.3/Rv2913c+IGR:3221698-3221766.fa,merged_feature_and_igr,3219862,3221766,Rv2913c+IGR:3221698-3221766,NC_000962.3
NC_000962.3/sigC+cobK+cobM+cobL+IGR:2330146-2330213.fa,merged_feature_and_igr,2326943,2330213,sigC+cobK+cobM+cobL+IGR:2330146-2330213,NC_000962.3
NC_000962.3/PPE69+IGR:4375683-4375761+PE36+IGR:4375995-4376261.fa,merged_feature_and_igr,4374483,4376261,PPE69+IGR:4375683-4375761+PE36+IGR:4375995-4376261,NC_000962.3
NC_000962.3/Rv2365c+Rv2366c+Rv2367c+IGR:2648912-2648915.fa,merged_feature_and_igr,2646746,2648915,Rv2365c+Rv2366c+Rv2367c+IGR:2648912-2648915,NC_000962.3
NC_000962.3/IGR:1814577-1815252.fa,igr,1814577,1815252,IGR:1814577-1815252,NC_000962.3
NC_000962.3/Rv0811c+IGR:906340-906422.fa,merged_feature_and_igr,905233,906422,Rv0811c+IGR:906340-906422,NC_000962.3
NC_000962.3/Rv2468c+Rv2468A+IGR:2772331-2772366.fa,merged_feature_and_igr,2771643,2772366,Rv2468c+Rv2468A+IGR:2772331-2772366,NC_000962.3
NC_000962.3/viuB+IGR:3205232-3205264.fa,merged_feature_and_igr,3204380,3205264,viuB+IGR:3205232-3205264,NC_000962.3
NC_000962.3/Rv1812c+IGR:2055359-2055680+Rv1813c+IGR:2056112-2056520.fa,merged_feature_and_igr,2054156,2056520,Rv1812c+IGR:2055359-2055680+Rv1813c+IGR:2056112-2056520,NC_000962.3
NC_000962.3/Rv2800+IGR:3110065-3110166.fa,merged_feature_and_igr,3108415,3110166,Rv2800+IGR:3110065-3110166,NC_000962.3
NC_000962.3/Rv3182+Rv3183.fa,merged_features,3550373,3551044,Rv3182+Rv3183,NC_000962.3
NC_000962.3/Rv0361+IGR:439649-439870.fa,merged_feature_and_igr,438821,439870,Rv0361+IGR:439649-439870,NC_000962.3
NC_000962.3/Rv1192+IGR:1335754-1335793.fa,merged_feature_and_igr,1334926,1335793,Rv1192+IGR:1335754-1335793,NC_000962.3
NC_000962.3/cobU+IGR:306349-306373.fa,merged_feature_and_igr,305824,306373,cobU+IGR:306349-306373,NC_000962.3
